Freq_GHz,S11_dB,SimulationID,Wslot,Wtaper,Ltapper,Wbalun,Wstrip,Lstrip_offset
8.91,-14.868298708123,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
8.975,-15.0895337981923,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.04,-15.3002424195024,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.105,-15.4903989082905,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.17,-15.6495641556439,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.235,-15.7679254000366,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.3,-15.8375552894284,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.365,-15.8536322106725,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.43,-15.8152891242934,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.495,-15.7258230808931,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.56,-15.5921998754648,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.625,-15.4240267552641,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.69,-15.2323113455725,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.755,-15.0283187604697,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.82,-14.8227227158207,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.885,-14.6251065201108,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
9.95,-14.4437695573616,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.015,-14.2857513512523,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.08,-14.1569843391403,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.145,-14.0625061049131,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.21,-14.0066856148399,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.275,-13.993437781244,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.34,-14.0264140786064,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.405,-14.1091643664133,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.47,-14.2452676313551,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.535,-14.4384277161012,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.6,-14.6925238686062,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.665,-15.0115930791901,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.73,-15.3996969346759,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.795,-15.8605808123942,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.86,-16.3969509350338,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.925,-17.009048682079,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
10.99,-17.6919635258939,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.055,-18.4308238743411,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.12,-19.1929496577862,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.185,-19.9174399476241,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.25,-20.5081619849528,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.315,-20.8462724779348,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.38,-20.837617491491,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.445,-20.4712180559615,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.51,-19.8272369394388,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.575,-19.0245474231891,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.64,-18.1667361359951,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.705,-17.3225068004764,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.77,-16.5301133317234,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.835,-15.8078564690915,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.9,-15.1626641047563,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
11.965,-14.5955309538514,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.03,-14.1046219414377,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.095,-13.6869568645796,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.16,-13.3393015813892,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.225,-13.0586323156192,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.29,-12.8423757292947,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.355,-12.6885342807144,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.42,-12.5957557196886,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.485,-12.5633784579849,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.55,-12.591470067092,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.615,-12.6808682641223,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.68,-12.8332290495237,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.745,-13.0510829704408,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.81,-13.337895831606,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.875,-13.6981217898514,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
12.94,-14.1372194513718,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.005,-14.6615644510536,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.07,-15.2781114057934,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.135,-15.9934828529461,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.2,-16.8117860391119,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.265,-17.7296873274419,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.33,-18.7259259879245,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.395,-19.7412729376226,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.46,-20.6495216346641,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.525,-21.2464650048297,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.59,-21.3260129826256,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.655,-20.8417175041343,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.72,-19.9526486960851,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.785,-18.8804575496761,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.85,-17.7856347259025,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.915,-16.7516261830326,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
13.98,-15.8123218207603,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.045,-14.9766520287745,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.11,-14.2425503489991,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.175,-13.6037432210347,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.24,-13.0528272852759,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.305,-12.5825914716362,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.37,-12.1865390052748,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.435,-11.8590528484145,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.5,-11.595406885663,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.565,-11.3917140172513,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.63,-11.2448511887995,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.695,-11.1523776351791,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.76,-11.1124512920444,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.825,-11.1237425046249,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.89,-11.1853405197502,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
14.955,-11.2966450581433,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.02,-11.4572314697091,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.085,-11.6666727554753,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.15,-11.9242943794593,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.215,-12.228827835882,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.28,-12.5779168824973,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.345,-12.9674194856287,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.41,-13.3904489351733,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.475,-13.836133464817,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.54,-14.2881922689976,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.605,-14.7236943973897,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.67,-15.1128166783697,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.735,-15.4208696822899,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.8,-15.6137021651811,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.865,-15.6659938176859,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.93,-15.5691850185863,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
15.995,-15.3344549783127,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.06,-14.9887557840061,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.125,-14.5665272852406,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.19,-14.1017029944244,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.255,-13.6228420880397,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.32,-13.1515260587764,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.385,-12.7028090811262,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.45,-12.2865034538692,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.515,-11.9085614090954,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.58,-11.572240372372,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.645,-11.2789804649645,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.71,-11.0290249156823,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.775,-10.8218419717975,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.84,-10.6564041801431,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.905,-10.5313690123758,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
16.97,-10.4451924315322,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.035,-10.3961968526282,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.1,-10.382607372486,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.165,-10.4025647120861,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.23,-10.4541194900777,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.295,-10.5352097871101,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.36,-10.6436221787555,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.425,-10.7769353860203,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.49,-10.932445469163,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.555,-11.1070723244747,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.62,-11.2972496090216,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.685,-11.4988047950664,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.75,-11.7068435874463,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.815,-11.9156638188841,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.88,-12.1187373656989,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
17.945,-12.3088112677227,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.01,-12.478183902903,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.075,-12.6191978695196,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.14,-12.7249476546971,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.205,-12.7901265132775,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.27,-12.8118533024452,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.335,-12.7902680835344,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.4,-12.7287082237791,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.465,-12.6333841245557,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.53,-12.5126229939687,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.595,-12.3758685943618,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.66,-12.2326633271387,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.725,-12.0917961129114,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.79,-11.9607143737379,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.855,-11.8452152859496,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.92,-11.749375640669,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
18.985,-11.6756548535336,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.05,-11.6251037014885,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.115,-11.59762177768,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.18,-11.5922215129771,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.245,-11.6072712874748,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.31,-11.6407024764648,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.375,-11.6901745331776,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.44,-11.7531984764604,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.505,-11.8272228805969,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.57,-11.9096882610898,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.635,-11.9980562220922,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.7,-12.0898194034104,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.765,-12.1824975415797,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.83,-12.2736241194797,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.895,-12.3607272932704,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
19.96,-12.4413081416806,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.025,-12.5128188091065,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.09,-12.5726427981786,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.155,-12.618079469147,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.22,-12.6463346623423,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.285,-12.6545192016815,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.35,-12.6396567802667,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.415,-12.5987022968563,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.48,-12.5285710512454,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.545,-12.4261783138962,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.61,-12.2884877363694,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.675,-12.1125660446241,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.74,-11.8956407520831,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.805,-11.6351576398312,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.87,-11.328835940474,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
20.935,-10.9747220231989,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
21,-10.5712474317946,SIM146,0.0238169778330638,1.71586438857331,4.00752737616485,0.285958125002193,0.127772534322291,0.377379410785051
